Area,Bedrooms,Bathrooms,Floors,YearBuilt,DistanceToCity,LocationScore,Price
3661,1,1,3,1954,25.43880561628268,1,396583
1564,3,2,2,2007,18.667916525600244,7,963806
2269,4,2,3,2009,11.74854154358907,4,1164853
2219,5,2,3,1962,20.994893584479275,3,671555
3105,2,1,3,1989,15.708299570878966,5,1023675
3915,2,1,3,2016,16.08786591001749,1,874835
1742,5,1,1,2001,10.386999834114356,2,766768
2626,1,3,1,1951,0.5474217871301369,2,692665
1479,3,2,1,2002,10.997484956267483,9,1251950
4606,3,2,3,2016,9.43017891474739,3,1339090
4963,5,3,1,1960,3.4600015086242877,1,1247611
3179,5,4,2,1960,6.359767838486921,7,1477720
2928,4,3,3,1959,29.436257304800062,2,849824
1213,4,3,1,1977,8.754600108812646,8,1231475
2431,2,1,1,1960,15.785662019222304,10,1253279
722,1,4,3,1956,16.705312179972587,4,576806
3369,1,3,3,1978,17.020886663586484,6,1419305
1303,5,4,3,2014,1.8961799860452337,1,1000099
1941,2,4,2,2001,23.258134390899382,7,1151228
3903,2,1,1,1964,22.045178216079083,10,1631868
3053,4,4,2,1956,29.327168028797683,8,1276499
2876,3,1,1,2017,5.948392246280069,9,1667788
3740,1,2,3,2004,16.836843501249646,5,1069245
4643,2,3,1,1952,24.212991694261035,1,880224
1541,4,1,3,1969,4.168207602466989,3,932728
1249,4,1,1,1952,23.79233765482166,9,994647
766,4,3,2,1978,8.463916876251215,6,1019377
3297,3,1,1,1969,8.784959241211588,5,1120393
1489,2,4,3,1959,28.395068874521705,9,916261
4441,5,1,2,2010,9.759256172395403,9,1774451
2438,5,1,2,1986,17.735003650338918,3,900295
3260,4,4,1,2000,13.482742121890944,5,1399286
4670,4,3,1,1991,2.8057001539719897,9,2082512
2254,3,1,2,2022,28.53923555498379,10,1274523
894,4,2,1,1979,6.804894579093287,9,1195933
3582,2,3,3,1994,8.396988540591185,7,1469114
2184,4,2,3,1973,11.62877339713866,1,680211
3910,4,2,1,1980,15.206811829209045,9,1861321
4186,2,2,2,1972,4.756428623952903,6,1713716
4530,1,1,1,2002,19.083129376008085,8,1500543
1398,5,4,2,1991,15.683723557554432,3,936063
4869,4,1,2,1985,9.438804662118386,7,1912542
1851,2,2,3,1983,20.933228174120018,1,476860
2151,5,2,1,1975,15.66536419173086,1,541162
2680,3,4,2,2020,25.3002262642789,8,1201525
3334,1,3,2,1974,25.7344414732465,2,760952
4134,4,2,2,1952,29.413147568908478,1,772529
3746,1,1,2,1992,2.486404855951276,8,1420271
2273,4,2,3,1955,12.452769892848341,9,1298771
4934,4,2,3,2003,15.29480973745284,2,1513614
4203,4,3,3,2001,7.397391042605141,3,1603744
2379,1,4,3,1962,27.700038120986306,5,654013
1098,3,2,3,2015,3.0997873475571374,2,881666
1712,2,3,1,2005,13.140929793372846,6,1092721
3362,2,3,1,1996,5.963126279142386,2,1168754
3338,3,2,3,2014,20.62309491959268,4,1306985
2700,3,2,2,2015,21.29727376864232,8,1425098
3597,4,4,2,2017,26.239163456458446,1,1075316
526,4,1,1,1962,12.564631672440509,10,1118014
1591,2,1,1,1979,23.365756150759335,4,506746
3039,4,4,1,1982,16.712626754167694,3,1318139
4789,4,3,3,1987,24.461991844748873,1,861162
4316,3,3,2,1992,3.018680241247219,4,1455528
1766,1,4,2,1952,14.17170577506329,10,1214330
1419,5,1,1,1992,4.94153747226951,1,761789
4479,5,3,1,2022,23.81548679397307,7,1730878
4914,4,1,1,2020,5.003805868384086,9,2070634
4939,4,3,1,1953,0.7377809300238711,5,1744579
1084,5,1,3,1981,27.92095032857605,4,594586
4029,3,4,2,1950,14.795650327594865,1,887609
3287,5,1,3,1962,29.563131193816243,10,1522871
1862,5,3,2,1985,13.863418413648617,1,818680
4486,5,3,3,1975,17.92838278207915,7,1789199
2661,4,3,2,1971,22.4531712283828,9,1285710
4580,4,2,3,1960,8.783550979123298,3,1133126
3241,5,2,2,1974,4.4192637664227,1,954367
2167,4,3,3,1994,20.00332063500522,5,904560
4580,5,4,2,1985,15.565260891762462,10,1901648
3960,3,3,1,1983,24.890634374172798,10,1746190
2512,4,4,2,1983,1.8295293798217744,3,1377487
1026,1,3,2,1981,16.570718159521466,10,1211315
4559,4,3,3,1974,5.979798891975736,1,1309903
3814,3,4,1,2016,18.710864618612305,1,896916
1775,3,1,3,2008,22.932973228636445,6,789189
1581,4,2,2,2006,8.258800661805438,7,1281394
890,2,3,2,1978,14.71276605975216,9,1110247
4129,5,4,2,1970,12.896022904649453,5,1633885
3934,5,4,2,2022,22.76868885402702,1,949321
3696,3,2,3,1970,18.196099692996885,1,759036
2340,4,2,1,2020,4.060868278049725,9,1637468
4808,2,1,2,1996,29.314069287734274,9,1639551
2282,1,3,3,1981,27.413956522315274,2,604681
3387,5,2,3,1971,17.57224038364121,2,830571
3559,2,1,3,1991,23.43556886303944,9,1412270
4930,5,3,3,1960,1.0891294623553809,5,1842225
1081,4,3,3,2007,6.444008812516865,7,1318126
1473,5,4,2,1990,23.15195933548777,5,901512
2787,1,2,2,1974,3.6325464018753757,8,1256641
2794,4,1,1,1965,1.7604369736745866,8,1482086
3093,3,1,1,2015,18.663619495680027,7,1358500
1770,2,4,1,2019,1.5101329313517033,1,925958
4740,5,1,1,1983,5.9018582943008875,1,1580971
2556,4,1,3,1995,2.8594666234109267,8,1408358
2980,4,3,3,1997,16.261011655965774,7,1446583
4791,5,2,3,1986,20.469560191137052,5,1671927
2559,3,4,3,1971,5.907621232004896,2,952742
3648,5,2,3,1956,14.328349838952615,2,830630
4131,3,1,3,1996,1.0950466639864034,9,1689219
4229,5,1,3,1966,8.30748070526716,7,1489290
2027,4,1,3,1952,5.798328376330131,6,1100095
3872,1,2,1,1961,5.395948588014835,5,1064019
427,1,4,2,2019,7.138089441197085,9,1316005
2385,4,4,1,1968,24.257649926309178,3,1080763
4553,1,3,3,1980,28.517642524428066,8,1432711
1921,3,4,3,1951,21.32854269969751,6,1008546
696,4,3,3,1967,2.631537319090951,9,1342767
2581,3,1,2,2004,19.03083246090273,9,1216511
3802,4,4,3,1953,22.15640240673404,5,1354975
2696,3,3,3,1971,3.7781970506352467,7,1577587
2997,3,3,1,1983,9.182521815506503,6,1396231
1301,1,2,1,1997,13.137248993793472,2,476033
1498,4,1,3,2019,9.66635770395746,8,1234615
2077,5,4,2,1973,15.790392524442245,8,1397306
3281,1,4,2,1994,4.362145885125312,9,1805002
1778,3,4,1,1959,13.620107394559124,10,1485045
1648,3,3,1,1995,22.131767147339524,1,471072
4135,5,4,2,1985,14.09753066745169,6,1944458
4641,5,4,1,2000,6.707829835387776,4,1976056
1664,3,4,3,1981,24.162319901746546,6,962593
2307,5,1,3,1981,12.134669742206297,3,717672
1458,2,1,3,1964,13.040225817132113,9,1176715
3149,1,3,3,1958,11.04989382491794,6,1237960
2448,4,2,1,2007,9.047083205716092,6,1271800
4648,5,4,3,1985,18.25746402601156,3,1743955
2876,5,4,3,1971,6.04031532452897,10,2028700
4416,2,3,3,1962,23.19227596637096,5,1247997
3597,4,4,3,1990,14.710135137647336,10,1695608
4986,2,2,2,1975,26.565831149913475,9,1688627
3953,4,3,3,2010,28.197279915992727,8,1660452
4840,1,1,1,1993,11.797702895288673,10,1615063
2161,5,2,3,1979,5.185284746559972,3,969729
620,1,4,2,1986,15.405171901210293,1,375314
3288,4,2,3,2007,8.478327393459189,6,1650829
2064,5,1,1,1984,13.082427144081983,7,1037629
4386,2,3,1,1998,11.634564731192288,10,2191984
4976,3,2,2,2008,13.78892838190228,9,1593170
3377,2,3,1,1956,15.207684979501089,10,1479207
2271,3,3,1,1984,19.009152349035208,8,1166607
1862,2,4,1,1988,0.6125121033957667,1,808664
744,4,4,2,1955,8.064401058711223,10,1295335
444,1,3,2,2014,5.522499241079911,4,718284
2468,3,1,2,1976,21.45817646015126,4,666964
1914,4,3,2,1960,25.05365174889989,1,440958
2998,1,1,2,1958,21.909815496501174,6,882306
1401,1,2,2,1959,29.252582466761105,1,130235
1433,5,3,2,2003,2.7788021241255834,2,970229
2440,5,2,2,1992,14.210249995928514,2,837186
673,5,3,2,1999,27.0314230006811,5,715280
3047,3,2,3,1995,9.913106760624016,9,1748261
2179,3,1,2,2012,24.168354674261185,5,786662
4876,1,2,3,1998,17.071349767443454,1,935657
878,3,2,2,1980,29.36742184492947,4,447875
915,1,4,2,2012,11.445147591310834,5,879130
4686,4,3,2,1957,12.806434113750573,10,1852553
1591,2,3,3,1989,5.332291728984824,10,1370085
3068,1,3,3,2009,5.209383890314921,4,1254668
1811,1,3,2,2000,25.899567762927965,3,659792
3680,4,4,2,1954,12.51520620977991,9,2005609
671,5,1,3,1980,18.803733228698338,1,269422
542,5,2,2,1956,22.691441248848225,6,710779
3732,5,2,2,1994,13.428175464417507,6,1600097
1187,1,1,3,1996,28.63662783867277,6,502148
2081,1,2,3,1963,28.17612352221508,5,479433
1022,3,4,3,1974,20.563489929895074,10,1074264
4241,3,3,2,1996,29.858630492783227,3,962098
4076,2,3,3,1995,0.5781306716912344,9,1706208
2972,2,4,2,1994,0.7729547525576763,6,1424291
3660,3,3,1,1980,2.4922770541437766,3,1184588
466,1,2,1,2001,28.333834943505884,5,409209
4686,4,1,2,1953,18.34261904807851,10,2054542
1540,3,1,2,1995,27.867810565840983,1,354651
2714,1,2,3,1978,4.249396084545044,10,1559152
2932,3,1,2,1998,1.4433706937662056,9,1512732
3980,5,1,2,2014,16.526826448162836,8,1861953
1587,3,3,3,1950,5.668971801381158,8,1292164
4871,5,2,2,2017,25.865099396250375,10,1750226
3739,1,4,1,2008,12.902077013557749,7,1767118
948,5,1,2,1986,23.22847445904792,6,820878
4487,3,2,3,2001,15.734945629555574,10,2109011
472,5,4,2,1951,16.095778412248052,2,580212
598,4,4,2,1970,20.614427743141455,7,932414
3601,5,3,2,1978,10.395828837919133,3,1405593
2181,5,3,1,1987,28.490995387471347,5,873958
971,2,1,3,1981,12.312098136884956,4,589717
1190,4,2,1,1990,12.242250311084465,1,621552
2038,1,2,1,1971,21.368956108305696,7,904454
2231,5,3,3,1991,19.269429805314093,1,645430
2255,4,3,3,1961,29.875557587436788,4,683011
1574,1,3,1,2006,25.581808882329252,8,993875
4140,4,1,1,1957,8.895428189280912,9,1831359
3677,2,2,2,1977,3.4958020767847526,9,1824377
578,1,1,3,2006,3.6455018143151072,8,930585
2644,1,2,1,2002,11.167458860104203,5,900462
4486,5,3,2,1966,14.57698685586425,6,1470489
1134,3,1,1,1970,19.295160699553808,2,431284
1198,1,4,1,2000,25.802918043197206,9,1077002
1187,1,1,3,1956,29.691444223581794,2,24913
3195,2,1,1,2010,12.55712195625495,1,936254
4704,2,4,3,2003,16.59462102079753,5,1501857
4988,2,4,1,1990,18.22204594972412,10,1690299
3484,5,3,2,2009,16.977571401009456,8,1787273
3318,1,4,3,1993,3.1642360143742194,3,1044420
1131,2,4,3,1978,3.893699704872236,6,1103173
1529,2,1,2,1992,26.7182867737294,9,895838
3846,4,1,3,1986,20.429728077201204,8,1465043
2005,4,3,2,2010,20.52345277479741,6,1040455
4178,2,4,3,2008,24.53606167415473,2,891719
3145,5,2,3,2010,2.982177588575195,4,1588831
3570,3,1,3,2021,12.756658494382734,7,1254411
3333,4,3,3,1969,7.7768955246536,9,1498014
1615,4,1,1,1993,19.993795641976043,10,1220305
724,1,1,1,2005,6.840579397374167,2,430939
2250,1,2,1,1997,20.917683839488298,7,896268
1890,2,3,3,2023,11.943063740825147,8,1295546
1293,1,2,1,1964,13.462463375908847,10,1176189
1790,1,2,3,2005,24.631377506300993,7,841863
3789,3,3,3,2005,10.770927221301411,5,1701594
4639,5,4,2,1995,8.069676462114366,5,1619748
4879,2,2,2,2006,25.58281081425984,9,2018927
2663,3,4,2,1994,20.719273117240867,1,625786
3832,2,1,3,1991,12.414919583125814,7,1230939
2771,5,3,2,2011,15.207547162525916,2,945066
3486,2,3,2,1957,10.76181303134745,5,1154374
4712,1,1,3,1963,16.760665164452067,6,1347041
1915,5,1,3,1975,4.591526581084585,10,1455026
3317,3,1,1,1990,26.709041933631465,4,634672
2752,3,2,3,1978,16.84441684299998,4,1016832
1567,4,2,1,2012,11.865433709492436,5,966498
510,3,2,3,1962,17.362013773788586,4,575379
4727,4,2,2,2008,5.255183230133581,3,1690160
4055,1,2,3,1996,2.814948121615544,10,1590933
4193,3,4,1,1970,16.6697210291216,9,1850322
2155,5,4,3,1961,2.579653002714889,1,1085675
1977,4,2,3,1973,19.995645023849512,6,965743
1696,3,3,2,1970,24.107125191628167,1,469478
4174,1,3,3,1953,29.656837998928324,5,1339025
2620,5,4,2,1974,23.192694074226917,3,1038556
1372,5,4,1,1957,29.236693565735443,5,759609
1430,1,3,3,1985,1.1543954308980504,8,1131477
2993,3,3,1,1983,16.986004846704564,8,1353468
4392,2,3,3,1999,5.359733373354551,9,1929925
1313,3,4,2,1977,7.731491691543587,4,794440
2581,4,4,3,2011,22.168795034558855,2,912227
3597,4,3,2,2023,7.958367951359083,8,1938860
1862,3,4,1,1993,5.804441430039677,8,1563153
2778,4,2,1,1981,11.469433520473933,9,1490060
3854,2,3,2,1957,2.9560159180033776,10,1695118
3953,2,1,3,2003,4.821571903653934,7,1603388
1707,5,3,2,1966,4.8202898060223305,2,803082
1589,4,4,2,1961,7.168667752774224,8,1356975
1087,3,1,2,2016,26.185695463154612,7,709936
1607,5,1,2,2020,9.20948212969638,6,1082056
2294,2,3,1,1975,8.579107672788687,6,1197488
2211,5,2,2,1982,4.216657742544092,9,1514438
3583,1,2,2,1993,0.9751028586997592,5,1226951
4197,4,4,1,1981,5.231175874129602,8,1911433
2044,3,1,1,1987,21.8276521022277,10,1100485
4368,2,2,1,1959,29.110465906004464,9,1431526
3116,5,4,3,2019,22.442512040098922,6,1569326
590,3,1,3,1950,25.670216465784097,6,562942
1735,4,4,1,2019,23.708996984483733,1,767721
3506,3,2,2,1974,9.23354159625786,10,1608747
778,4,4,2,2001,22.071290280144094,9,1304912
4882,4,4,1,2001,22.642317974463857,9,2235377
4229,4,2,1,1961,8.127632149078092,4,1674920
1015,5,2,3,1995,27.659281906112223,3,505907
2730,4,4,1,1958,29.93944165132618,3,972797
2154,3,2,3,1994,17.05826901386855,2,700020
863,1,3,1,1985,9.839556824419486,8,1059717
1366,3,3,2,1958,11.049513535560212,10,1354063
4667,5,3,1,1989,17.682087418191728,2,1306761
3558,4,1,2,1983,0.7295010313146062,7,1506687
4024,1,3,1,2002,9.595927177948328,5,1180242
1089,5,3,3,1994,1.9456212861868447,6,1255867
3022,2,3,1,1982,18.913304584424214,8,1346133
2612,2,2,2,1978,18.319582251377824,5,916945
782,2,2,2,1987,17.93591751401316,4,568589
2656,1,2,2,1997,4.954224857461524,4,1090462
4210,3,2,1,2008,28.364495645041604,8,1446108
3903,1,2,3,2011,16.25974960623064,4,1173523
1812,1,3,3,1984,16.897928969825866,10,1234401
1983,1,3,3,1996,16.55564774253907,1,449418
771,2,2,2,2008,15.970186145719396,5,818609
1010,3,4,2,2008,28.183624036005387,1,382739
515,1,2,3,1951,18.259714054122675,1,85701
846,3,3,3,2009,14.811193840613521,2,650110
1791,4,3,1,1955,23.110132722205663,8,1005910
3724,1,2,1,1974,7.918143718343385,8,1563713
1740,1,1,1,2002,6.164295824191055,8,1227337
4910,1,4,3,1953,13.45677299226351,2,1414148
3339,4,2,3,2021,0.9627265549868913,3,1514409
4099,4,3,3,2005,9.158751684560613,10,1871393
1473,2,4,2,1951,12.892195150012281,3,772498
3969,5,1,3,1966,17.571612518203523,4,1379862
3550,3,4,1,2017,16.524501429293927,2,1262077
2005,5,2,1,1997,11.338355352257151,1,902273
2694,1,3,2,1976,10.626260842210788,7,1215442
4062,1,3,1,1983,0.5389040402666274,8,1595821
4882,2,3,1,1990,26.492826025130313,10,1660467
1383,5,4,2,1955,7.322574147808717,9,1535796
751,1,2,1,1955,11.061093179212925,4,579246
2124,5,2,2,1977,1.0975219247087353,1,863911
2351,2,4,1,1957,28.726872850980513,5,742426
1679,5,4,2,1950,15.089890038382245,5,1134601
2307,3,1,2,1967,1.186538140144589,2,592721
1424,2,3,3,1996,7.910223959771074,5,906935
945,5,4,2,1960,26.438245655744094,5,772563
4574,1,3,1,1955,11.583197633155923,9,1628389
2781,4,1,3,1963,20.83745110787252,4,891525
1288,4,2,3,1971,18.608595800976627,1,563613
1505,2,3,3,1980,14.422181759711268,7,1022022
2949,4,4,2,1977,25.079954526686713,5,1248493
2390,3,4,2,1968,1.690451780837408,9,1569815
4398,2,1,3,1950,27.41649663321531,3,919335
4175,1,3,2,2016,21.68263452640605,4,1200091
3212,1,2,1,2021,25.97955611574781,2,755417
1320,2,2,1,1962,0.999507216365902,6,1139341
2461,4,4,1,2000,3.001440501588914,3,1207090
4887,4,1,2,1950,6.5734257349350225,6,1456048
4039,1,4,1,1978,18.010043536807128,2,1164156
3565,3,4,1,1962,3.2264164157769875,7,1608541
4835,4,4,2,1991,27.980636568280538,9,2100630
3044,3,4,2,1978,22.583525989657407,8,1206042
1445,4,1,1,1965,24.324089304853306,2,368074
3956,2,4,3,2009,17.72357525189708,2,1147718
3081,5,3,3,1983,19.112968048443108,1,941144
3599,1,4,2,1989,7.021206302856916,6,1477624
1338,2,4,2,2016,27.346218395344682,5,780701
841,4,2,2,2004,19.64307559621536,2,468320
2950,1,2,3,2007,12.823335371770337,3,711683
4625,5,1,1,2001,26.509323291156914,9,1902018
996,5,1,3,2013,25.982745406922596,8,1048337
1905,4,3,2,1953,0.5159068183950664,8,1492413
1261,1,4,3,1997,27.782707287078157,2,468654
3040,4,2,2,2021,11.221102226170501,4,1209929
4131,5,3,1,1967,12.953333171008794,9,1726409
1951,2,3,2,1959,3.0167470976819413,10,1522166
3636,2,1,1,1963,26.38852565128823,8,1362376
2136,3,2,1,2000,16.40653741277319,10,1424599
1849,5,4,3,1995,27.218274324640173,4,1029337
664,5,1,2,2015,23.534062580160864,7,877031
3059,4,3,3,2010,26.990449081685867,8,1382648
3121,3,3,2,1951,28.47362976007188,8,1177200
1862,3,2,2,1984,26.634178705026436,7,988049
4652,1,2,2,1983,6.690140750759956,6,1635099
1845,4,4,3,2019,2.568319729159531,2,947031
2698,2,2,3,2017,18.797468573531734,8,1142840
3325,1,2,2,2014,5.074158847108887,2,1161686
2032,3,1,3,1984,25.961645323220438,3,630221
2774,2,1,2,1997,28.44996078661305,3,720658
912,5,4,3,1996,4.077666717714312,2,1076503
615,4,1,3,1960,7.4572601985587825,9,1085952
3731,3,4,1,2011,18.94414069558977,7,1773283
2572,5,1,3,1953,21.895108523031837,9,1455388
3553,3,3,2,1982,15.613208019453825,2,750154
2106,2,1,3,1983,11.386457965255032,7,1005546
2506,1,4,3,2023,9.527735560405239,6,1422576
1967,2,1,2,1984,20.14605937118751,3,515709
2608,4,2,3,2002,22.46456390658868,3,899543
2731,4,3,1,1977,9.020665258632127,8,1411741
2553,3,1,1,1972,10.116876150962733,8,1415646
1528,2,3,1,1998,14.071987035017887,2,533330
3910,1,3,1,1951,13.781400996881313,1,825987
4723,4,3,2,1975,25.358312219090887,2,1092774
4053,1,3,2,1966,13.38883145809059,10,1738635
2765,5,2,1,1992,29.363075679652958,5,1110942
3321,3,2,2,2008,9.673419451338708,8,1684097
4967,1,4,3,2015,20.938213796714113,4,1687319
1479,3,4,3,2023,22.88861953411559,6,1134224
3911,5,4,3,1988,19.096917043105954,4,1191311
3141,1,4,1,1975,11.32790893862914,8,1554867
3420,1,3,1,1971,8.09374998015184,4,1348201
628,5,3,2,1971,18.326323794940382,3,535316
570,2,3,2,2007,19.92962000498833,1,311340
694,1,2,2,1978,8.09985449775759,4,566972
4684,1,2,1,1959,10.426428590554613,8,1663582
825,4,3,2,1974,25.930858105554858,5,659235
1318,2,3,3,1970,24.410119865707497,7,941214
3653,1,3,3,2010,5.921533555083026,6,1707036
898,5,3,3,1988,28.03399711479144,7,819309
3209,3,2,1,2015,19.026968972691776,7,1351206
1225,5,1,2,1955,15.15426606098284,8,968652
4179,2,4,2,1950,6.425504138144241,9,2166673
2258,4,4,1,1977,22.040757605185238,3,828757
2518,4,1,1,1960,27.663455996746563,9,1034301
545,4,2,3,1988,2.4159776028121387,1,651542
4965,5,2,1,2018,15.861967636027664,4,1665042
3977,3,1,3,1967,26.37539548756089,5,1343202
592,3,4,3,1969,28.59942552174323,4,496945
4288,1,4,2,2007,2.628122844122484,6,1777723
451,3,1,3,1999,23.836117481802564,8,732835
2810,3,1,2,1990,8.801484072157711,4,1193822
2220,1,3,3,1967,16.474378431072097,7,1004205
3364,5,1,2,1983,23.620108283029356,7,1278861
2921,5,1,1,2015,16.58146841896699,8,1522100
2269,2,4,2,2014,3.7467674151494887,9,1741871
2968,5,3,1,1976,17.92077841342953,6,1469033
2267,4,3,2,1979,3.975421837290422,1,887914
3138,4,4,1,1950,10.74959128686944,2,930965
3669,2,4,1,1990,16.967814088687636,1,876683
3599,3,2,1,2011,29.746741819099082,1,965517
2979,2,3,3,1950,21.94444430906419,6,1192548
4405,1,1,1,1954,9.44742946675091,1,1211447
640,2,3,2,1997,26.358294506179387,6,748592
3840,2,2,1,1954,7.171338393155687,6,1333975
1807,4,1,1,2020,11.827758483628761,8,1266281
3902,1,2,2,1975,19.587128811111914,3,841222
4438,1,4,1,1998,12.611562149095054,6,1468704
482,2,2,2,2019,22.022521072147754,10,1108613
4168,1,4,1,2010,19.69291336201436,9,1624549
1350,1,2,2,1952,20.18489235405233,10,1003767
1010,5,4,2,1988,12.897780529668568,8,1320433
4005,1,3,1,1998,2.1263328548135094,6,1674723
4954,3,4,1,1963,26.244864453256938,4,1086615
3683,1,3,1,1969,2.683672670609092,9,1826619
2573,4,4,1,2007,14.189018467717501,7,1508619
3884,5,2,1,1993,9.407238095331913,2,1246035
1922,4,2,1,1958,9.241763034278911,4,1074592
3001,4,2,3,2012,7.185416554459322,2,976417
3057,3,4,1,2011,8.513755897075802,8,1696003
2559,5,4,3,1955,28.682568113262466,8,1373885
2849,2,2,3,2015,29.17555966712274,7,1172579
4230,1,3,3,1992,17.342274468064428,6,1355641
521,3,4,1,2013,15.97737289233498,10,1393075
4768,3,3,2,1993,1.9267700722883234,7,2215708
1717,2,4,2,1954,24.21019479681709,4,805598
4893,3,2,2,1962,5.531277602240874,3,1767802
2918,2,3,1,1964,4.706210610230357,1,1013132
1630,2,1,2,1983,13.010092322940526,8,1132200
1533,2,4,2,2005,10.752453762933198,2,928415
1701,3,3,1,2022,3.3507796295661985,6,1326535
4434,2,2,1,1979,4.864061658399019,8,1593275
2310,3,3,3,2005,29.773945047340366,4,805788
1905,5,1,1,1974,22.177357713088607,2,529869
3585,2,1,2,2017,18.157437272922937,3,1097822
2316,3,3,1,1996,9.456686374507122,10,1702214
3948,3,1,1,1977,13.138983367077003,7,1382223
3157,3,4,2,1986,19.025516063815267,4,1011677
2356,1,1,2,2023,23.636247608186626,2,669369
578,1,3,1,2022,28.419069618273415,7,682497
1296,2,3,1,1985,4.1190733842914575,4,903083
1951,5,4,1,1950,6.153430117631166,7,1438764
891,2,4,2,1974,17.243362022353917,8,1051445
460,4,3,3,1990,28.185554108933182,6,662811
1477,4,2,1,2004,13.8499872407404,8,1294097
3295,5,4,1,2018,19.201420810783286,7,1735343
4560,5,2,1,2006,9.16490148404971,2,1560293
4083,5,1,3,1952,24.446293687980443,2,868669
985,1,1,1,1957,18.35520278702076,6,543903
4360,1,4,3,1997,11.763346626499713,9,2017581
4170,4,4,1,2008,16.50732731746835,10,1888875
934,5,3,2,1985,20.995337182438437,6,939711
3862,3,1,3,2004,6.798623830982359,9,1863745
4411,4,4,2,1990,10.572629988977244,10,2136793
3798,5,3,1,2023,7.890059052252803,7,1905189
2555,3,2,2,2008,28.824705631754487,8,1120085
1404,5,3,3,1983,1.7675604195619896,3,1023196
2899,2,1,1,1979,2.1650156240435994,4,1226906
726,3,3,2,2011,10.994217236376958,1,590109
3106,2,3,3,2019,16.371790522034676,9,1389218
401,1,4,3,2004,10.202468606269372,3,688041
1433,4,3,3,1971,25.779506258506864,1,502349
2881,5,1,2,1971,5.496812297755299,9,1743391
524,4,3,3,1962,11.256469204052028,9,1201989
1504,5,3,1,1972,14.89454737943644,2,764261
3099,2,1,1,1967,6.463857066707147,7,1327994
2261,3,2,3,2023,9.057664548951722,10,1794535
3320,3,2,3,2015,28.44858829340745,2,831661
528,5,1,1,1963,15.846698005584255,5,660887
837,2,2,1,1981,26.155162619347223,2,348486
2948,5,3,3,1979,8.44630527914229,7,1390992
3529,5,4,1,1968,18.564900118162083,2,1340025
1621,5,1,3,2018,23.015722688646246,6,904493
1301,3,3,2,1997,12.936810252579086,8,1206457
3568,5,4,3,2023,18.929039465691993,5,1397996
4886,3,3,3,1954,25.964974640887306,3,1464117
4318,1,1,2,1988,4.653159156531067,9,1714288
1467,2,3,3,1992,10.964881831935697,9,1342112
426,1,1,3,1968,24.805159997447877,7,496830
947,5,3,2,1988,7.311440360087947,3,829544
3068,3,4,1,2008,16.90537219486716,1,869567
966,2,4,1,2001,13.421458755894035,10,1408761
1103,4,4,1,1999,20.114464890849987,3,740498
4680,2,2,1,1959,20.206157707735763,6,1439285
3540,2,3,1,1964,17.565197274697258,9,1288207
1990,5,3,2,2009,28.430021292448934,1,628881
1205,1,4,2,1984,5.672125153245457,7,1050896
4191,1,1,3,1984,25.13506564570714,10,1644767
1757,4,2,1,1950,14.937830524240958,10,1302475
3625,5,3,2,1996,20.02345782021233,3,1395077
4018,2,3,2,2012,8.575532947323778,7,1497025
2526,1,2,1,1967,3.291086539571551,2,946740
2860,1,2,2,1975,23.44232817662113,10,1277284
945,3,4,3,2009,7.926640795620387,10,1481143
3128,2,2,3,1967,12.013644892638766,10,1354070
4134,5,4,1,2012,1.901974274969032,3,1607757
2962,1,2,1,1990,19.681015454445596,1,634629
2479,5,2,1,1992,20.779735019101693,9,1314492
3041,2,3,3,1987,27.098953245493593,9,1506334
3514,2,4,2,1976,26.785108269233753,9,1721251
2326,1,2,3,1998,21.301503641586322,4,719864
1016,4,2,1,2005,10.002807192392666,6,932854
4044,5,3,2,1998,11.551473998535242,7,1866373
1603,5,1,3,1990,11.760201216858245,7,1130441
2159,3,3,1,2009,4.324151385153893,5,1300035
2965,2,4,1,2005,28.444965338548997,4,878036
3574,2,1,2,2011,24.635851347782733,1,506779
3481,1,2,3,2011,4.785457990329635,9,1889164
3030,1,4,2,1991,28.42068196150532,4,919976
3561,1,1,2,1977,25.375111399772955,4,937922
4721,3,4,3,1986,27.606172297883404,3,1187743
1069,4,3,3,1969,8.926510003895526,9,1345404
3568,1,1,3,1984,10.399313204820405,2,1021278
2521,1,1,2,2003,14.362800319054164,2,473311
4478,1,1,2,2020,7.113919664028829,2,1552324
4551,3,2,3,1955,14.229966376060235,4,1110438
1119,5,3,3,1968,0.7714497244898739,3,1039970
3000,4,1,2,1957,26.387328844638162,10,1343444
3998,5,4,3,1997,5.287674184484537,10,1994814
1066,2,2,1,2015,15.275010952799322,1,403591
683,2,3,3,1965,27.900381535483394,4,368471
4303,1,3,1,1973,24.718985007042388,2,825713
3965,5,3,1,1974,23.395675052543567,9,1790397
2634,3,3,2,1962,18.360646359593364,9,1601870
4993,4,2,2,2022,13.37006783358752,2,1357708
1865,5,3,2,1979,13.658102445639695,8,1424314
529,5,4,3,1958,3.0654852886349135,6,1084492
2460,4,4,2,2012,2.4111856810539285,10,1954820
4072,5,4,3,1989,25.381436309241874,8,1555096
2894,5,1,2,1956,12.555236584240177,8,1473227
1392,4,3,1,1981,2.0934733681343443,9,1620565
2521,3,4,2,2010,20.060101088830734,1,719958
2984,4,3,1,2009,20.657420814208248,2,773723
4596,1,2,3,2000,7.209490564805732,3,1297679
